,district,month,year,domestic_visitors,foreign_visitors
1627,Khammam,August,2020,7942,0
1628,Khammam,September,2020,9078,0
1629,Khammam,October,2020,27858,0
1630,Khammam,November,2020,40647,0
1631,Khammam,December,2020,37084,0
1632,Komaram Bheem Asifabad,January,2020,2463,0
1633,Komaram Bheem Asifabad,February,2020,1593,0
1634,Komaram Bheem Asifabad,March,2020,812,0
1635,Komaram Bheem Asifabad,April,2020,0,0
1636,Komaram Bheem Asifabad,May,2020,0,0
1637,Komaram Bheem Asifabad,June,2020,60,0
1638,Komaram Bheem Asifabad,July,2020,56,0
1639,Komaram Bheem Asifabad,August,2020,55,0
1640,Komaram Bheem Asifabad,September,2020,165,0
1641,Komaram Bheem Asifabad,October,2020,533,0
1642,Komaram Bheem Asifabad,November,2020,637,0
1643,Komaram Bheem Asifabad,December,2020,649,0
1644,Mahabubabad,January,2020,12290,0
1645,Mahabubabad,February,2020,12180,0
1646,Mahabubabad,March,2020,8300,0
1647,Mahabubabad,April,2020,0,0
1648,Mahabubabad,May,2020,0,0
1649,Mahabubabad,June,2020,0,0
1650,Mahabubabad,July,2020,1400,0
1651,Mahabubabad,August,2020,1800,0
1652,Mahabubabad,September,2020,1950,0
1653,Mahabubabad,October,2020,2200,0
1654,Mahabubabad,November,2020,3450,0
1655,Mahabubabad,December,2020,3370,0
1656,Mahbubnagar,January,2020,122530,45
1657,Mahbubnagar,February,2020,552303,29
1658,Mahbubnagar,March,2020,25577,0
1659,Mahbubnagar,April,2020,0,0
1660,Mahbubnagar,May,2020,0,0
1661,Mahbubnagar,June,2020,20956,0
1662,Mahbubnagar,July,2020,60255,0
1663,Mahbubnagar,August,2020,73928,0
1664,Mahbubnagar,September,2020,135984,0
1665,Mahbubnagar,October,2020,94083,0
1666,Mahbubnagar,November,2020,98683,0
1667,Mahbubnagar,December,2020,111514,0
1668,Mancherial,January,2020,25661,0
1669,Mancherial,February,2020,41809,0
1670,Mancherial,March,2020,9855,0
1671,Mancherial,April,2020,0,0
1672,Mancherial,May,2020,0,0
1673,Mancherial,June,2020,210,0
1674,Mancherial,July,2020,290,0
1675,Mancherial,August,2020,302,0
1676,Mancherial,September,2020,2758,0
1677,Mancherial,October,2020,4745,0
1678,Mancherial,November,2020,6717,0
1679,Mancherial,December,2020,10439,0
1680,Medak,January,2020,286340,0
1681,Medak,February,2020,818750,0
1682,Medak,March,2020,288800,0
1683,Medak,April,2020,0,0
1684,Medak,May,2020,0,0
1685,Medak,June,2020,5300,0
1686,Medak,July,2020,4325,0
1687,Medak,August,2020,15380,0
1688,Medak,September,2020,15880,0
1689,Medak,October,2020,17380,0
1690,Medak,November,2020,45000,0
1691,Medak,December,2020,55000,0
1692,Medchal,January,2020,0,0
1693,Medchal,February,2020,0,0
1694,Medchal,March,2020,0,0
1695,Medchal,April,2020,0,0
1696,Medchal,May,2020,0,0
1697,Medchal,June,2020,0,0
1698,Medchal,July,2020,0,0
1699,Medchal,August,2020,0,0
1700,Medchal,September,2020,0,0
1701,Medchal,October,2020,0,0
1702,Medchal,November,2020,0,0
1703,Medchal,December,2020,0,0
1704,Mulugu,January,2020,3653000,70
1705,Mulugu,February,2020,9157200,60
1706,Mulugu,March,2020,118500,15
1707,Mulugu,April,2020,0,0
1708,Mulugu,May,2020,0,0
1709,Mulugu,June,2020,0,0
1710,Mulugu,July,2020,4550,0
1711,Mulugu,August,2020,8300,0
1712,Mulugu,September,2020,11300,0
1713,Mulugu,October,2020,17600,0
1714,Mulugu,November,2020,57200,0
1715,Mulugu,December,2020,60900,0
1716,Nagarkurnool,January,2020,228812,35
1717,Nagarkurnool,February,2020,286258,15
1718,Nagarkurnool,March,2020,32333,0
1719,Nagarkurnool,April,2020,0,0
1720,Nagarkurnool,May,2020,0,0
1721,Nagarkurnool,June,2020,34508,0
1722,Nagarkurnool,July,2020,66655,0
1723,Nagarkurnool,August,2020,80155,0
1724,Nagarkurnool,September,2020,175712,0
1725,Nagarkurnool,October,2020,95788,0
1726,Nagarkurnool,November,2020,77869,0
1727,Nagarkurnool,December,2020,85280,0
1728,Nalgonda,January,2020,10127,0
1729,Nalgonda,February,2020,9154,0
1730,Nalgonda,March,2020,772,0
1731,Nalgonda,April,2020,0,0
1732,Nalgonda,May,2020,0,0
1733,Nalgonda,June,2020,218,0
1734,Nalgonda,July,2020,224,0
1735,Nalgonda,August,2020,558,0
1736,Nalgonda,September,2020,2480,0
1737,Nalgonda,October,2020,8541,0
1738,Nalgonda,November,2020,6242,0
1739,Nalgonda,December,2020,8514,0
1740,Narayanpet,January,2020,47272,0
1741,Narayanpet,February,2020,244657,0
1742,Narayanpet,March,2020,21907,0
1743,Narayanpet,April,2020,0,0
1744,Narayanpet,May,2020,0,0
1745,Narayanpet,June,2020,20907,0
1746,Narayanpet,July,2020,39820,0
1747,Narayanpet,August,2020,34777,0
1748,Narayanpet,September,2020,62841,0
1749,Narayanpet,October,2020,52309,0
1750,Narayanpet,November,2020,49597,0
1751,Narayanpet,December,2020,56031,0
1752,Nirmal,January,2020,368292,0
1753,Nirmal,February,2020,299646,0
1754,Nirmal,March,2020,253116,0
1755,Nirmal,April,2020,0,0
1756,Nirmal,May,2020,0,0
1757,Nirmal,June,2020,5040,0
1758,Nirmal,July,2020,9212,0
1759,Nirmal,August,2020,10336,0
1760,Nirmal,September,2020,13377,0
1761,Nirmal,October,2020,28586,0
1762,Nirmal,November,2020,73126,0
1763,Nirmal,December,2020,110808,0
1764,Nizamabad,January,2020,7540,0
1765,Nizamabad,February,2020,6400,0
1766,Nizamabad,March,2020,6750,0
1767,Nizamabad,April,2020,0,0
1768,Nizamabad,May,2020,0,0
1769,Nizamabad,June,2020,0,0
1770,Nizamabad,July,2020,1620,0
1771,Nizamabad,August,2020,2020,0
1772,Nizamabad,September,2020,10050,0
1773,Nizamabad,October,2020,6310,0
1774,Nizamabad,November,2020,10900,0
1775,Nizamabad,December,2020,40400,0
1776,Peddapalli,January,2020,2945,0
1777,Peddapalli,February,2020,2315,0
1778,Peddapalli,March,2020,1450,0
1779,Peddapalli,April,2020,0,0
1780,Peddapalli,May,2020,0,0
1781,Peddapalli,June,2020,445,0
1782,Peddapalli,July,2020,250,0
1783,Peddapalli,August,2020,1250,0
1784,Peddapalli,September,2020,800,0
1785,Peddapalli,October,2020,600,0
1786,Peddapalli,November,2020,650,0
1787,Peddapalli,December,2020,1105,0
1788,Rajanna Sircilla,January,2020,2298291,0
1789,Rajanna Sircilla,February,2020,963871,0
1790,Rajanna Sircilla,March,2020,885559,0
1791,Rajanna Sircilla,April,2020,0,0
1792,Rajanna Sircilla,May,2020,0,0
1793,Rajanna Sircilla,June,2020,76026,0
1794,Rajanna Sircilla,July,2020,60636,0
1795,Rajanna Sircilla,August,2020,110783,0
1796,Rajanna Sircilla,September,2020,121976,0
1797,Rajanna Sircilla,October,2020,181929,0
1798,Rajanna Sircilla,November,2020,391170,0
1799,Rajanna Sircilla,December,2020,535298,0
1800,Ranga Reddy,January,2020,0,0
1801,Ranga Reddy,February,2020,0,0
1802,Ranga Reddy,March,2020,0,0
1803,Ranga Reddy,April,2020,0,0
1804,Ranga Reddy,May,2020,0,0
1805,Ranga Reddy,June,2020,0,0
1806,Ranga Reddy,July,2020,0,0
1807,Ranga Reddy,August,2020,0,0
1808,Ranga Reddy,September,2020,0,0
1809,Ranga Reddy,October,2020,0,0
1810,Ranga Reddy,November,2020,0,0
1811,Ranga Reddy,December,2020,0,0
1812,Sangareddy,January,2020,213000,0
1813,Sangareddy,February,2020,755000,0
1814,Sangareddy,March,2020,235000,0
1815,Sangareddy,April,2020,0,0
1816,Sangareddy,May,2020,0,0
1817,Sangareddy,June,2020,9500,0
1818,Sangareddy,July,2020,27400,0
1819,Sangareddy,August,2020,45400,0
1820,Sangareddy,September,2020,47900,0
1821,Sangareddy,October,2020,55400,0
1822,Sangareddy,November,2020,149000,0
1823,Sangareddy,December,2020,167000,0
1824,Siddipet,January,2020,473350,0
1825,Siddipet,February,2020,204885,0
1826,Siddipet,March,2020,123000,0
1827,Siddipet,April,2020,0,0
1828,Siddipet,May,2020,0,0
1829,Siddipet,June,2020,19846,0
1830,Siddipet,July,2020,23864,0
1831,Siddipet,August,2020,27307,0
1832,Siddipet,September,2020,30980,0
1833,Siddipet,October,2020,73367,0
1834,Siddipet,November,2020,72049,0
1835,Siddipet,December,2020,173000,0
1836,Suryapet,January,2020,0,0
1837,Suryapet,February,2020,0,0
1838,Suryapet,March,2020,0,0
1839,Suryapet,April,2020,0,0
1840,Suryapet,May,2020,0,0
1841,Suryapet,June,2020,0,0
1842,Suryapet,July,2020,0,0
1843,Suryapet,August,2020,0,0
1844,Suryapet,September,2020,0,0
1845,Suryapet,October,2020,0,0
1846,Suryapet,November,2020,0,0
1847,Suryapet,December,2020,0,0
1848,Vikarabad,January,2020,0,0
1849,Vikarabad,February,2020,0,0
1850,Vikarabad,March,2020,0,0
1851,Vikarabad,April,2020,0,0
1852,Vikarabad,May,2020,0,0
1853,Vikarabad,June,2020,0,0
1854,Vikarabad,July,2020,0,0
1855,Vikarabad,August,2020,0,0
1856,Vikarabad,September,2020,0,0
1857,Vikarabad,October,2020,0,0
1858,Vikarabad,November,2020,0,0
1859,Vikarabad,December,2020,0,0
1860,Wanaparthy,January,2020,28131,0
1861,Wanaparthy,February,2020,22342,0
1862,Wanaparthy,March,2020,7050,0
1863,Wanaparthy,April,2020,0,0
1864,Wanaparthy,May,2020,0,0
1865,Wanaparthy,June,2020,4050,0
1866,Wanaparthy,July,2020,17092,0
1867,Wanaparthy,August,2020,30860,0
1868,Wanaparthy,September,2020,21375,0
1869,Wanaparthy,October,2020,29683,0
1870,Wanaparthy,November,2020,29036,0
1871,Wanaparthy,December,2020,27057,0
1872,Warangal (Rural),January,2020,31550,0
1873,Warangal (Rural),February,2020,31050,0
1874,Warangal (Rural),March,2020,26050,0
1875,Warangal (Rural),April,2020,0,0
1876,Warangal (Rural),May,2020,0,0
1877,Warangal (Rural),June,2020,0,0
1878,Warangal (Rural),July,2020,560,0
1879,Warangal (Rural),August,2020,870,0
1880,Warangal (Rural),September,2020,1550,0
1881,Warangal (Rural),October,2020,2060,0
1882,Warangal (Rural),November,2020,7550,0
1883,Warangal (Rural),December,2020,7530,0
1884,Warangal (Urban),January,2020,157630,225
1885,Warangal (Urban),February,2020,157950,225
1886,Warangal (Urban),March,2020,102520,80
1887,Warangal (Urban),April,2020,0,0
1888,Warangal (Urban),May,2020,0,0
1889,Warangal (Urban),June,2020,0,0
1890,Warangal (Urban),July,2020,7300,0
1891,Warangal (Urban),August,2020,9150,0
1892,Warangal (Urban),September,2020,12050,0
1893,Warangal (Urban),October,2020,18350,0
1894,Warangal (Urban),November,2020,91120,0
1895,Warangal (Urban),December,2020,92455,0
1896,Yadadri Bhongir,January,2020,493002,0
1897,Yadadri Bhongir,February,2020,527311,0
1898,Yadadri Bhongir,March,2020,125380,0
1899,Yadadri Bhongir,April,2020,0,0
1900,Yadadri Bhongir,May,2020,0,0
1901,Yadadri Bhongir,June,2020,76480,0
1902,Yadadri Bhongir,July,2020,25375,0
1903,Yadadri Bhongir,August,2020,110587,0
1904,Yadadri Bhongir,September,2020,110595,0
1905,Yadadri Bhongir,October,2020,481320,0
1906,Yadadri Bhongir,November,2020,381150,0
1907,Yadadri Bhongir,December,2020,321254,0
1908,Adilabad,January,2021,18203,0
1909,Adilabad,February,2021,271255,0
1910,Adilabad,March,2021,15907,0
1911,Adilabad,April,2021,6955,0
1912,Adilabad,May,2021,1191,0
1913,Adilabad,June,2021,3407,0
1914,Adilabad,July,2021,26885,0
1915,Adilabad,August,2021,25338,0
1916,Adilabad,September,2021,17672,0
1917,Adilabad,October,2021,16095,0
1918,Adilabad,November,2021,73753,0
1919,Adilabad,December,2021,18484,0
1920,Bhadradri Kothagudem,January,2021,199340,0
1921,Bhadradri Kothagudem,February,2021,163761,0
1922,Bhadradri Kothagudem,March,2021,83871,0
1923,Bhadradri Kothagudem,April,2021,38456,0
1924,Bhadradri Kothagudem,May,2021,9329,0
1925,Bhadradri Kothagudem,June,2021,20090,0
1926,Bhadradri Kothagudem,July,2021,63082,0
1927,Bhadradri Kothagudem,August,2021,70386,0
1928,Bhadradri Kothagudem,September,2021,88451,0
1929,Bhadradri Kothagudem,October,2021,104063,0
1930,Bhadradri Kothagudem,November,2021,84828,0
1931,Bhadradri Kothagudem,December,2021,105685,0
1932,Hanumakonda,January,2021,90800,0
1933,Hanumakonda,February,2021,89900,0
1934,Hanumakonda,March,2021,91970,80
1935,Hanumakonda,April,2021,89430,5
1936,Hanumakonda,May,2021,14510,0
1937,Hanumakonda,June,2021,10050,0
1938,Hanumakonda,July,2021,40670,0
1939,Hanumakonda,August,2021,39220,3
1940,Hanumakonda,September,2021,42340,5
1941,Hanumakonda,October,2021,38650,5
1942,Hanumakonda,November,2021,37910,8
1943,Hanumakonda,December,2021,38125,6
1944,"Hyderabad, Ranga Reddy, Medchal & Vikarabad",January,2021,828057,758
1945,"Hyderabad, Ranga Reddy, Medchal & Vikarabad",February,2021,657955,814
1946,"Hyderabad, Ranga Reddy, Medchal & Vikarabad",March,2021,589239,294
1947,"Hyderabad, Ranga Reddy, Medchal & Vikarabad",April,2021,216683,90
1948,"Hyderabad, Ranga Reddy, Medchal & Vikarabad",May,2021,50064,158
1949,"Hyderabad, Ranga Reddy, Medchal & Vikarabad",June,2021,205368,79
1950,"Hyderabad, Ranga Reddy, Medchal & Vikarabad",July,2021,384455,131
1951,"Hyderabad, Ranga Reddy, Medchal & Vikarabad",August,2021,603815,169
1952,"Hyderabad, Ranga Reddy, Medchal & Vikarabad",September,2021,533745,343
1953,"Hyderabad, Ranga Reddy, Medchal & Vikarabad",October,2021,743442,931
1954,"Hyderabad, Ranga Reddy, Medchal & Vikarabad",November,2021,938466,758
1955,"Hyderabad, Ranga Reddy, Medchal & Vikarabad",December,2021,1042809,1220
1956,Jagtial,January,2021,154626,0
1957,Jagtial,February,2021,155602,0
1958,Jagtial,March,2021,303738,0
1959,Jagtial,April,2021,74401,0
1960,Jagtial,May,2021,2555,0
1961,Jagtial,June,2021,43196,0
1962,Jagtial,July,2021,187220,0
1963,Jagtial,August,2021,191483,0
1964,Jagtial,September,2021,169440,0
1965,Jagtial,October,2021,172570,0
1966,Jagtial,November,2021,260498,0
1967,Jagtial,December,2021,255232,0
1968,Jangaon,January,2021,11545,0
1969,Jangaon,February,2021,11440,0
1970,Jangaon,March,2021,11950,0
1971,Jangaon,April,2021,10340,0
1972,Jangaon,May,2021,3275,0
1973,Jangaon,June,2021,2470,0
1974,Jangaon,July,2021,6580,0
1975,Jangaon,August,2021,7085,0
1976,Jangaon,September,2021,7180,0
1977,Jangaon,October,2021,10360,0
1978,Jangaon,November,2021,6140,0
1979,Jangaon,December,2021,6140,0
1980,Jayashankar Bhoopalpally,January,2021,15700,0
1981,Jayashankar Bhoopalpally,February,2021,15800,0
1982,Jayashankar Bhoopalpally,March,2021,16400,0
1983,Jayashankar Bhoopalpally,April,2021,14900,0
1984,Jayashankar Bhoopalpally,May,2021,5600,0
1985,Jayashankar Bhoopalpally,June,2021,4400,0
1986,Jayashankar Bhoopalpally,July,2021,9000,0
1987,Jayashankar Bhoopalpally,August,2021,10500,0
1988,Jayashankar Bhoopalpally,September,2021,10700,0
1989,Jayashankar Bhoopalpally,October,2021,11000,0
1990,Jayashankar Bhoopalpally,November,2021,10500,0
1991,Jayashankar Bhoopalpally,December,2021,10900,0
1992,Jogulamba Gadwal,January,2021,169350,0
1993,Jogulamba Gadwal,February,2021,400254,0
1994,Jogulamba Gadwal,March,2021,520014,0
1995,Jogulamba Gadwal,April,2021,248566,0
1996,Jogulamba Gadwal,May,2021,990,0
1997,Jogulamba Gadwal,June,2021,39894,0
1998,Jogulamba Gadwal,July,2021,278769,0
1999,Jogulamba Gadwal,August,2021,174508,0
2000,Jogulamba Gadwal,September,2021,154900,0
2001,Jogulamba Gadwal,October,2021,185052,0
2002,Jogulamba Gadwal,November,2021,220734,0
2003,Jogulamba Gadwal,December,2021,229051,0
2004,Kamareddy,January,2021,43,0
2005,Kamareddy,February,2021,40,0
2006,Kamareddy,March,2021,49,0
2007,Kamareddy,April,2021,26,0
2008,Kamareddy,May,2021,0,0
2009,Kamareddy,June,2021,24,0
2010,Kamareddy,July,2021,41,0
2011,Kamareddy,August,2021,48,0
2012,Kamareddy,September,2021,33,0
2013,Kamareddy,October,2021,40,0
2014,Kamareddy,November,2021,42,0
2015,Kamareddy,December,2021,45,0
2016,Karimnagar,January,2021,5965,0
2017,Karimnagar,February,2021,5670,0
2018,Karimnagar,March,2021,6800,0
2019,Karimnagar,April,2021,1924,0
2020,Karimnagar,May,2021,601,0
2021,Karimnagar,June,2021,450,0
2022,Karimnagar,July,2021,4750,0
2023,Karimnagar,August,2021,6320,0
2024,Karimnagar,September,2021,5475,0
2025,Karimnagar,October,2021,4410,0
2026,Karimnagar,November,2021,3525,0
2027,Karimnagar,December,2021,3750,0
2028,Khammam,January,2021,81711,0
2029,Khammam,February,2021,59065,0
2030,Khammam,March,2021,47862,0
2031,Khammam,April,2021,30882,0
2032,Khammam,May,2021,11240,0
2033,Khammam,June,2021,12443,0
2034,Khammam,July,2021,19400,0
2035,Khammam,August,2021,18781,0
2036,Khammam,September,2021,29256,0
2037,Khammam,October,2021,36965,0
2038,Khammam,November,2021,45533,0
2039,Khammam,December,2021,53316,0
2040,Komaram Bheem Asifabad,January,2021,410,0
2041,Komaram Bheem Asifabad,February,2021,466,0
2042,Komaram Bheem Asifabad,March,2021,491,0
2043,Komaram Bheem Asifabad,April,2021,349,0
2044,Komaram Bheem Asifabad,May,2021,88,0
2045,Komaram Bheem Asifabad,June,2021,128,0
2046,Komaram Bheem Asifabad,July,2021,154,0
2047,Komaram Bheem Asifabad,August,2021,175,0
2048,Komaram Bheem Asifabad,September,2021,176,0
2049,Komaram Bheem Asifabad,October,2021,21030,0
2050,Komaram Bheem Asifabad,November,2021,371,0
2051,Komaram Bheem Asifabad,December,2021,587,0
2052,Mahabubabad,January,2021,3060,0
2053,Mahabubabad,February,2021,3155,0
2054,Mahabubabad,March,2021,3320,0
2055,Mahabubabad,April,2021,3240,0
2056,Mahabubabad,May,2021,940,0
2057,Mahabubabad,June,2021,880,0
2058,Mahabubabad,July,2021,1970,0
2059,Mahabubabad,August,2021,3480,0
2060,Mahabubabad,September,2021,3420,0
2061,Mahabubabad,October,2021,3505,0
2062,Mahabubabad,November,2021,3470,0
2063,Mahabubabad,December,2021,3480,0
2064,Mahbubnagar,January,2021,112443,0
2065,Mahbubnagar,February,2021,653029,0
2066,Mahbubnagar,March,2021,375235,0
2067,Mahbubnagar,April,2021,270751,0
2068,Mahbubnagar,May,2021,5264,0
2069,Mahbubnagar,June,2021,32923,0
2070,Mahbubnagar,July,2021,300593,0
2071,Mahbubnagar,August,2021,299804,0
2072,Mahbubnagar,September,2021,250520,0
2073,Mahbubnagar,October,2021,208937,0
2074,Mahbubnagar,November,2021,675277,0
2075,Mahbubnagar,December,2021,205813,0
2076,Mancherial,January,2021,14998,0
2077,Mancherial,February,2021,12438,0
2078,Mancherial,March,2021,7304,0
2079,Mancherial,April,2021,6000,0
2080,Mancherial,May,2021,1466,0
2081,Mancherial,June,2021,1503,0
2082,Mancherial,July,2021,4134,0
2083,Mancherial,August,2021,7294,0
2084,Mancherial,September,2021,5668,0
2085,Mancherial,October,2021,5130,0
2086,Mancherial,November,2021,5988,0
2087,Mancherial,December,2021,9372,0
2088,Medak,January,2021,48000,0
2089,Medak,February,2021,44000,0
2090,Medak,March,2021,49000,0
2091,Medak,April,2021,39000,0
2092,Medak,May,2021,4000,0
2093,Medak,June,2021,15000,0
2094,Medak,July,2021,16000,0
2095,Medak,August,2021,33500,0
2096,Medak,September,2021,15500,0
2097,Medak,October,2021,17500,0
2098,Medak,November,2021,20000,0
2099,Medak,December,2021,16350,0
2100,Mulugu,January,2021,61800,0
2101,Mulugu,February,2021,62400,0
2102,Mulugu,March,2021,65550,15
2103,Mulugu,April,2021,65650,0
2104,Mulugu,May,2021,19850,0
2105,Mulugu,June,2021,19850,0
2106,Mulugu,July,2021,36800,0
2107,Mulugu,August,2021,44050,8
2108,Mulugu,September,2021,47055,8
2109,Mulugu,October,2021,41000,10
2110,Mulugu,November,2021,51060,9
2111,Mulugu,December,2021,45550,10
2112,Nagarkurnool,January,2021,88188,0
2113,Nagarkurnool,February,2021,84801,0
2114,Nagarkurnool,March,2021,82629,0
2115,Nagarkurnool,April,2021,85938,0
2116,Nagarkurnool,May,2021,900,0
2117,Nagarkurnool,June,2021,31800,0
2118,Nagarkurnool,July,2021,114690,0
2119,Nagarkurnool,August,2021,123210,0
2120,Nagarkurnool,September,2021,104510,0
2121,Nagarkurnool,October,2021,91559,0
2122,Nagarkurnool,November,2021,117740,0
2123,Nagarkurnool,December,2021,111530,0
2124,Nalgonda & Suryapet,January,2021,9097,0
2125,Nalgonda & Suryapet,February,2021,6126,0
2126,Nalgonda & Suryapet,March,2021,5729,0
2127,Nalgonda & Suryapet,April,2021,1033,0
2128,Nalgonda & Suryapet,May,2021,148,0
2129,Nalgonda & Suryapet,June,2021,1044,0
2130,Nalgonda & Suryapet,July,2021,6744,0
2131,Nalgonda & Suryapet,August,2021,7852,0
2132,Nalgonda & Suryapet,September,2021,21650,0
2133,Nalgonda & Suryapet,October,2021,14431,0
2134,Nalgonda & Suryapet,November,2021,7684,0
2135,Nalgonda & Suryapet,December,2021,12528,0
2136,Narayanpet,January,2021,45720,0
2137,Narayanpet,February,2021,34377,0
2138,Narayanpet,March,2021,34327,0
2139,Narayanpet,April,2021,24289,0
2140,Narayanpet,May,2021,328,0
2141,Narayanpet,June,2021,6010,0
2142,Narayanpet,July,2021,26950,0
2143,Narayanpet,August,2021,24200,0
2144,Narayanpet,September,2021,19500,0
2145,Narayanpet,October,2021,23700,0
2146,Narayanpet,November,2021,27400,0
2147,Narayanpet,December,2021,24250,0
2148,Nirmal,January,2021,154786,0
2149,Nirmal,February,2021,225686,0
2150,Nirmal,March,2021,205287,0
2151,Nirmal,April,2021,125395,0
2152,Nirmal,May,2021,25969,0
2153,Nirmal,June,2021,7048,0
2154,Nirmal,July,2021,125523,0
2155,Nirmal,August,2021,173301,0
2156,Nirmal,September,2021,225421,0
2157,Nirmal,October,2021,265203,0
2158,Nirmal,November,2021,228200,0
2159,Nirmal,December,2021,195660,0
2160,Nizamabad,January,2021,9450,0
2161,Nizamabad,February,2021,50500,0
2162,Nizamabad,March,2021,61080,0
2163,Nizamabad,April,2021,30430,0
2164,Nizamabad,May,2021,0,0
2165,Nizamabad,June,2021,2020,0
2166,Nizamabad,July,2021,14050,0
2167,Nizamabad,August,2021,19580,0
2168,Nizamabad,September,2021,12580,0
2169,Nizamabad,October,2021,13600,0
2170,Nizamabad,November,2021,19090,0
2171,Nizamabad,December,2021,10120,0
2172,Peddapalli,January,2021,1150,0
2173,Peddapalli,February,2021,1245,0
2174,Peddapalli,March,2021,2610,0
2175,Peddapalli,April,2021,3405,0
2176,Peddapalli,May,2021,355,0
2177,Peddapalli,June,2021,420,0
2178,Peddapalli,July,2021,550,0
2179,Peddapalli,August,2021,779,0
2180,Peddapalli,September,2021,660,0
2181,Peddapalli,October,2021,650,0
2182,Peddapalli,November,2021,1630,0
2183,Peddapalli,December,2021,1840,0
2184,Rajanna Sircilla,January,2021,656423,0
2185,Rajanna Sircilla,February,2021,571526,0
2186,Rajanna Sircilla,March,2021,868764,0
2187,Rajanna Sircilla,April,2021,198252,0
2188,Rajanna Sircilla,May,2021,23978,0
2189,Rajanna Sircilla,June,2021,125913,0
2190,Rajanna Sircilla,July,2021,290935,0
2191,Rajanna Sircilla,August,2021,518772,0
2192,Rajanna Sircilla,September,2021,388599,0
2193,Rajanna Sircilla,October,2021,355757,0
2194,Rajanna Sircilla,November,2021,567535,0
2195,Rajanna Sircilla,December,2021,606628,0
2196,Sangareddy,January,2021,112500,0
2197,Sangareddy,February,2021,103200,0
2198,Sangareddy,March,2021,274500,0
2199,Sangareddy,April,2021,117300,0
2200,Sangareddy,May,2021,15000,0
2201,Sangareddy,June,2021,26500,0
2202,Sangareddy,July,2021,33000,0
2203,Sangareddy,August,2021,64900,0
2204,Sangareddy,September,2021,47700,0
2205,Sangareddy,October,2021,50000,0
2206,Sangareddy,November,2021,56150,0
2207,Sangareddy,December,2021,38750,0
2208,Siddipet,January,2021,173749,0
2209,Siddipet,February,2021,107247,0
2210,Siddipet,March,2021,70337,0
2211,Siddipet,April,2021,61534,0
2212,Siddipet,May,2021,9000,0
2213,Siddipet,June,2021,37700,0
2214,Siddipet,July,2021,37000,0
2215,Siddipet,August,2021,70000,0
2216,Siddipet,September,2021,59000,0
2217,Siddipet,October,2021,90000,0
2218,Siddipet,November,2021,93500,0
2219,Siddipet,December,2021,90350,0
2220,Wanaparthy,January,2021,22482,0
2221,Wanaparthy,February,2021,22524,0
2222,Wanaparthy,March,2021,19672,0
2223,Wanaparthy,April,2021,25212,0
2224,Wanaparthy,May,2021,295,0
2225,Wanaparthy,June,2021,600,0
2226,Wanaparthy,July,2021,29300,0
2227,Wanaparthy,August,2021,33300,0
2228,Wanaparthy,September,2021,22800,0
2229,Wanaparthy,October,2021,23700,0
2230,Wanaparthy,November,2021,29330,0
2231,Wanaparthy,December,2021,28100,0
2232,Warangal,January,2021,7450,0
2233,Warangal,February,2021,7470,0
2234,Warangal,March,2021,7500,0
2235,Warangal,April,2021,7510,0
2236,Warangal,May,2021,560,0
2237,Warangal,June,2021,550,0
2238,Warangal,July,2021,3400,0
2239,Warangal,August,2021,5610,0
2240,Warangal,September,2021,5610,0
2241,Warangal,October,2021,5820,0
2242,Warangal,November,2021,6230,0
2243,Warangal,December,2021,5690,0
2244,Yadadri Bhongir,January,2021,281131,0
2245,Yadadri Bhongir,February,2021,265238,0
2246,Yadadri Bhongir,March,2021,261920,0
2247,Yadadri Bhongir,April,2021,621,0
2248,Yadadri Bhongir,May,2021,275,0
2249,Yadadri Bhongir,June,2021,153020,0
2250,Yadadri Bhongir,July,2021,312343,0
2251,Yadadri Bhongir,August,2021,269850,0
2252,Yadadri Bhongir,September,2021,169532,0
2253,Yadadri Bhongir,October,2021,170613,0
2254,Yadadri Bhongir,November,2021,242245,0
2255,Yadadri Bhongir,December,2021,231306,0
2256,Adilabad,January,2022,28423,0
2257,Adilabad,February,2022,378787,2
2258,Adilabad,March,2022,15469,0
2259,Adilabad,April,2022,10266,0
2260,Adilabad,May,2022,11670,0
2261,Adilabad,June,2022,10704,0
2262,Adilabad,July,2022,16035,0
2263,Adilabad,August,2022,20472,0
2264,Adilabad,September,2022,21352,0
2265,Adilabad,October,2022,22668,0
2266,Adilabad,November,2022,66152,0
2267,Adilabad,December,2022,25972,0
2268,Bhadradri Kothagudem,January,2022,84901,0
2269,Bhadradri Kothagudem,February,2022,108037,0
2270,Bhadradri Kothagudem,March,2022,177140,0
2271,Bhadradri Kothagudem,April,2022,180027,0
2272,Bhadradri Kothagudem,May,2022,179018,0
2273,Bhadradri Kothagudem,June,2022,167787,0
2274,Bhadradri Kothagudem,July,2022,95266,0
2275,Bhadradri Kothagudem,August,2022,76299,0
2276,Bhadradri Kothagudem,September,2022,87413,0
2277,Bhadradri Kothagudem,October,2022,101592,0
2278,Bhadradri Kothagudem,November,2022,85953,0
2279,Bhadradri Kothagudem,December,2022,115658,0
2280,Hanumakonda,January,2022,42135,8
2281,Hanumakonda,February,2022,55408,8
2282,Hanumakonda,March,2022,44427,8
2283,Hanumakonda,April,2022,44010,8
2284,Hanumakonda,May,2022,44785,7
2285,Hanumakonda,June,2022,44169,7
2286,Hanumakonda,July,2022,42452,9
